71695603,true,0,NewHeight,0,0
71695603,true,0,NewRound,0,0
71695603,true,0,Propose,0,0
71695603,true,0,Prevote,0,0
71695603,true,0,Precommit,0,0
71695603,true,1,NewRound,0,0
71695603,true,1,Propose,0,0
71695603,true,1,Prevote,6,3
71695603,true,1,Precommit,13,0
71695603,true,1,Commit,5,0
71705454,true,0,NewHeight,0,0
71705454,true,0,NewRound,1,0
71705454,true,0,Propose,0,0
71705454,true,0,Prevote,0,0
71705454,true,0,Precommit,0,0
71705454,true,1,NewRound,19,2
71705454,true,1,Propose,0,0
71705454,true,1,Prevote,3,2
71705454,true,1,Precommit,18,0
71705454,true,1,Commit,1,0
71705539,true,0,NewHeight,1,0
71705539,true,0,NewRound,0,0
71705539,true,0,Propose,0,0
71705539,true,0,Prevote,0,0
71705539,true,0,PrevoteWait,5,1
71705539,true,0,Precommit,7,0
71705539,true,1,NewRound,0,0
71705539,true,1,Propose,0,0
71705539,true,1,Prevote,16,3
71705539,true,1,Precommit,9,0
71705539,true,1,Commit,11,0
71824160,true,0,NewHeight,0,0
71824160,true,0,NewRound,0,0
71824160,true,0,Propose,0,0
71824160,true,0,Prevote,0,0
71824160,true,0,Precommit,0,0
71824160,true,1,NewRound,0,0
71824160,true,1,Propose,0,0
71824160,true,1,Prevote,10,3
71824160,true,1,Precommit,20,0
71824160,true,1,Commit,12,0
71824370,true,0,NewHeight,1,0
71824370,true,0,NewRound,0,0
71824370,true,0,Propose,0,0
71824370,true,0,Prevote,0,0
71824370,true,0,Precommit,0,0
71824370,true,1,NewRound,0,0
71824370,true,1,Propose,0,0
71824370,true,1,Prevote,2,2
71824370,true,1,Precommit,9,0
71824370,true,1,Commit,9,0
71824462,true,0,NewHeight,2,0
71824462,true,0,NewRound,2,0
71824462,true,0,Propose,0,0
71824462,true,0,Prevote,0,0
71824462,true,0,Precommit,0,0
71824462,true,1,NewRound,0,0
71824462,true,1,Propose,0,0
71824462,true,1,Prevote,10,3
71824462,true,1,Precommit,18,0
71824462,true,1,Commit,10,0
71852281,true,0,NewHeight,0,0
71852281,true,0,NewRound,0,0
71852281,true,0,Propose,0,0
71852281,true,0,Prevote,0,0
71852281,true,0,PrevoteWait,28,3
71852281,true,0,Precommit,24,0
71852281,true,1,NewRound,2,0
71852281,true,1,Propose,0,0
71852281,true,1,Prevote,10,3
71852281,true,1,Precommit,21,0
71852281,true,1,Commit,12,0
71852337,true,0,NewHeight,0,0
71852337,true,0,NewRound,1,0
71852337,true,0,Propose,0,0
71852337,true,0,Prevote,0,0
71852337,true,0,Precommit,0,0
71852337,true,1,NewRound,0,0
71852337,true,1,Propose,0,0
71852337,true,1,Prevote,14,3
71852337,true,1,Precommit,14,0
71852337,true,1,Commit,11,0
71861830,true,0,NewHeight,0,0
71861830,true,0,NewRound,0,0
71861830,true,0,Propose,0,0
71861830,true,0,Prevote,0,0
71861830,true,0,Precommit,0,0
71861830,true,1,NewRound,0,0
71861830,true,1,Propose,0,0
71861830,true,1,Prevote,3,2
71861830,true,1,Precommit,16,0
71861830,true,1,Commit,3,0
71881806,true,0,NewHeight,0,0
71881806,true,0,NewRound,1,0
71881806,true,0,Propose,0,0
71881806,true,0,Prevote,0,0
71881806,true,0,Precommit,0,0
71881806,true,1,NewRound,0,0
71881806,true,1,Propose,0,0
71881806,true,1,Prevote,2,2
71881806,true,1,Precommit,11,0
71881806,true,1,Commit,7,0
71881980,true,0,NewHeight,0,0
71881980,true,0,NewRound,1,0
71881980,true,0,Propose,0,0
71881980,true,0,Prevote,0,0
71881980,true,0,Precommit,0,0
71881980,true,1,NewRound,0,0
71881980,true,1,Propose,0,0
71881980,true,1,Prevote,7,3
71881980,true,1,Precommit,16,0
71881980,true,1,Commit,13,0
71882160,true,0,NewHeight,2,0
71882160,true,0,NewRound,1,0
71882160,true,0,Propose,0,0
71882160,true,0,Prevote,1,0
71882160,true,0,Precommit,0,0
71882160,true,1,NewRound,0,0
71882160,true,1,Propose,0,0
71882160,true,1,Prevote,3,3
71882160,true,1,Precommit,17,0
71882160,true,1,Commit,8,0
71882325,true,0,NewHeight,0,0
71882325,true,0,NewRound,2,0
71882325,true,0,Propose,0,0
71882325,true,0,Prevote,0,0
71882325,true,0,Precommit,0,0
71882325,true,1,NewRound,0,0
71882325,true,1,Propose,0,0
71882325,true,1,Prevote,2,2
71882325,true,1,Precommit,8,0
71882325,true,1,Commit,8,0
71882655,true,0,NewHeight,0,0
71882655,true,0,NewRound,0,0
71882655,true,0,Propose,0,0
71882655,true,0,Prevote,0,0
71882655,true,0,Precommit,0,0
71882655,true,1,NewRound,0,0
71882655,true,1,Propose,0,0
71882655,true,1,Prevote,2,2
71882655,true,1,Precommit,16,0
71882655,true,1,Commit,12,0
71892356,true,0,NewHeight,0,0
71892356,true,0,NewRound,2,0
71892356,true,0,Propose,0,0
71892356,true,0,Prevote,0,0
71892356,true,0,Precommit,0,0
71892356,true,1,NewRound,0,0
71892356,true,1,Propose,0,0
71892356,true,1,Prevote,2,2
71892356,true,1,Precommit,6,0
71892356,true,1,Commit,4,0
71892672,true,0,NewHeight,0,0
71892672,true,0,NewRound,1,0
71892672,true,0,Propose,0,0
71892672,true,0,Prevote,0,0
71892672,true,0,Precommit,0,0
71892672,true,1,NewRound,0,0
71892672,true,1,Propose,0,0
71892672,true,1,Prevote,9,3
71892672,true,1,Precommit,8,0
71892672,true,1,Commit,6,0
71893604,true,0,NewHeight,1,0
71893604,true,0,NewRound,0,0
71893604,true,0,Propose,0,0
71893604,true,0,Prevote,2,0
71893604,true,0,Precommit,0,0
71893604,true,1,NewRound,0,0
71893604,true,1,Propose,0,0
71893604,true,1,Prevote,3,2
71893604,true,1,Precommit,8,0
71893604,true,1,Commit,5,0
71894081,true,0,NewHeight,0,0
71894081,true,0,NewRound,0,0
71894081,true,0,Propose,0,0
71894081,true,0,Prevote,0,0
71894081,true,0,Precommit,0,0
71894081,true,1,NewRound,0,0
71894081,true,1,Propose,0,0
71894081,true,1,Prevote,6,3
71894081,true,1,Precommit,5,0
71894081,true,1,Commit,7,0
71894388,true,0,NewHeight,0,0
71894388,true,0,NewRound,0,0
71894388,true,0,Propose,0,0
71894388,true,0,Prevote,0,0
71894388,true,0,Precommit,0,0
71894388,true,1,NewRound,0,0
71894388,true,1,Propose,0,0
71894388,true,1,Prevote,3,2
71894388,true,1,Precommit,13,0
71894388,true,1,Commit,5,0
71894537,true,0,NewHeight,1,0
71894537,true,0,NewRound,1,0
71894537,true,0,Propose,0,0
71894537,true,0,Prevote,0,0
71894537,true,0,Precommit,0,0
71894537,true,1,NewRound,0,0
71894537,true,1,Propose,0,0
71894537,true,1,Prevote,3,2
71894537,true,1,Precommit,19,0
71894537,true,1,Commit,5,0
71894846,true,0,NewHeight,0,0
71894846,true,0,NewRound,5,0
71894846,true,0,Propose,0,0
71894846,true,0,Prevote,0,0
71894846,true,0,Precommit,0,0
71894846,true,1,NewRound,0,0
71894846,true,1,Propose,0,0
71894846,true,1,Prevote,2,2
71894846,true,1,Precommit,12,0
71894846,true,1,Commit,8,0
71895001,true,0,NewHeight,0,0
71895001,true,0,NewRound,0,0
71895001,true,0,Propose,0,0
71895001,true,0,Prevote,0,0
71895001,true,0,Precommit,0,0
71895001,true,1,NewRound,0,0
71895001,true,1,Propose,0,0
71895001,true,1,Prevote,1,1
71895001,true,1,Precommit,5,0
71895001,true,1,Commit,2,0
71895322,true,0,NewHeight,0,0
71895322,true,0,NewRound,1,0
71895322,true,0,Propose,0,0
71895322,true,0,Prevote,0,0
71895322,true,0,Precommit,0,0
71895322,true,1,NewRound,0,0
71895322,true,1,Propose,0,0
71895322,true,1,Prevote,4,2
71895322,true,1,Precommit,7,0
71895322,true,1,Commit,11,0
71895792,true,0,NewHeight,1,0
71895792,true,0,NewRound,0,0
71895792,true,0,Propose,0,0
71895792,true,0,Prevote,0,0
71895792,true,0,Precommit,0,0
71895792,true,1,NewRound,0,0
71895792,true,1,Propose,0,0
71895792,true,1,Prevote,2,2
71895792,true,1,Precommit,8,0
71895792,true,1,Commit,8,0
71902510,true,0,NewHeight,1,0
71902510,true,0,NewRound,0,0
71902510,true,0,Propose,0,0
71902510,true,0,Prevote,0,0
71902510,true,0,Precommit,0,0
71902510,true,1,NewRound,0,0
71902510,true,1,Propose,0,0
71902510,true,1,Prevote,4,2
71902510,true,1,Precommit,9,0
71902510,true,1,Commit,11,0
71902556,true,0,NewHeight,0,0
71902556,true,0,NewRound,0,0
71902556,true,0,Propose,0,0
71902556,true,0,Prevote,0,0
71902556,true,0,Precommit,0,0
71902556,true,1,NewRound,0,0
71902556,true,1,Propose,0,0
71902556,true,1,Prevote,2,2
71902556,true,1,Precommit,13,0
71902556,true,1,Commit,12,0
71902667,true,0,NewHeight,0,0
71902667,true,0,NewRound,0,0
71902667,true,0,Propose,0,0
71902667,true,0,Prevote,0,0
71902667,true,0,Precommit,0,0
71902667,true,1,NewRound,0,0
71902667,true,1,Propose,0,0
71902667,true,1,Prevote,7,2
71902667,true,1,Precommit,5,0
71902667,true,1,Commit,8,0
71903456,true,0,NewHeight,1,0
71903456,true,0,NewRound,1,0
71903456,true,0,Propose,0,0
71903456,true,0,Prevote,0,0
71903456,true,0,Precommit,0,0
71903456,true,1,NewRound,0,0
71903456,true,1,Propose,0,0
71903456,true,1,Prevote,2,2
71903456,true,1,Precommit,7,0
71903456,true,1,Commit,11,0
71904220,true,0,NewHeight,2,0
71904220,true,0,NewRound,1,0
71904220,true,0,Propose,0,0
71904220,true,0,Prevote,1,0
71904220,true,0,Precommit,0,0
71904220,true,1,NewRound,0,0
71904220,true,1,Propose,0,0
71904220,true,1,Prevote,6,3
71904220,true,1,Precommit,21,0
71904220,true,1,Commit,9,0
71904386,true,0,NewHeight,1,0
71904386,true,0,NewRound,1,0
71904386,true,0,Propose,0,0
71904386,true,0,Prevote,0,0
71904386,true,0,Precommit,0,0
71904386,true,1,NewRound,0,0
71904386,true,1,Propose,0,0
71904386,true,1,Prevote,2,2
71904386,true,1,Precommit,7,0
71904386,true,1,Commit,11,0
71905169,true,0,NewHeight,0,0
71905169,true,0,NewRound,2,0
71905169,true,0,Propose,0,0
71905169,true,0,Prevote,0,0
71905169,true,0,Precommit,0,0
71905169,true,1,NewRound,0,0
71905169,true,1,Propose,0,0
71905169,true,1,Prevote,3,2
71905169,true,1,Precommit,10,0
71905169,true,1,Commit,8,0
71906100,true,0,NewHeight,2,0
71906100,true,0,NewRound,3,0
71906100,true,0,Propose,0,0
71906100,true,0,Prevote,0,0
71906100,true,0,Precommit,0,0
71906100,true,1,NewRound,0,0
71906100,true,1,Propose,0,0
71906100,true,1,Prevote,3,2
71906100,true,1,Precommit,17,0
71906100,true,1,Commit,8,0
71906267,true,0,NewHeight,0,0
71906267,true,0,NewRound,1,0
71906267,true,0,Propose,0,0
71906267,true,0,Prevote,1,0
71906267,true,0,Precommit,0,0
71906267,true,1,NewRound,0,0
71906267,true,1,Propose,0,0
71906267,true,1,Prevote,10,2
71906267,true,1,Precommit,7,0
71906267,true,1,Commit,11,0
71906416,true,0,NewHeight,0,0
71906416,true,0,NewRound,1,0
71906416,true,0,Propose,0,0
71906416,true,0,Prevote,0,0
71906416,true,0,Precommit,0,0
71906416,true,1,NewRound,0,0
71906416,true,1,Propose,0,0
71906416,true,1,Prevote,7,2
71906416,true,1,Precommit,7,0
71906416,true,1,Commit,17,0
71907193,true,0,NewHeight,1,0
71907193,true,0,NewRound,3,0
71907193,true,0,Propose,0,0
71907193,true,0,Prevote,1,0
71907193,true,0,Precommit,0,0
71907193,true,1,NewRound,0,0
71907193,true,1,Propose,0,0
71907193,true,1,Prevote,8,3
71907193,true,1,Precommit,14,0
71907193,true,1,Commit,9,0
71907674,true,0,NewHeight,0,0
71907674,true,0,NewRound,1,0
71907674,true,0,Propose,0,0
71907674,true,0,Prevote,0,0
71907674,true,0,Precommit,0,0
71907674,true,1,NewRound,0,0
71907674,true,1,Propose,0,0
71907674,true,1,Prevote,3,2
71907674,true,1,Precommit,7,0
71907674,true,1,Commit,9,0
71909779,true,0,NewHeight,1,0
71909779,true,0,NewRound,1,0
71909779,true,0,Propose,0,0
71909779,true,0,Prevote,0,0
71909779,true,0,Precommit,0,0
71909779,true,1,NewRound,0,0
71909779,true,1,Propose,0,0
71909779,true,1,Prevote,4,2
71909779,true,1,Precommit,8,0
71909779,true,1,Commit,2,0
